# File: A_InputTaxesSubsidies.csv,,,,,,,,,,,,,
# Title: Taxes/Subsidies for Specific Technologies,,,,,,,,,,,,,
# Units: 1975$/GJ or 1975$/kg,,,,,,,,,,,,,
# Comments: Positive for tax, negative for subsidy,,,,,,,,,,,,
# Column types: ccccccnnnnnnnn,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,
xml,region,supplysector,subsector,stub.technology,minicam.non.energy.input,2020,2025,2030,2035,2040,2045,2050,2100
CBAM_no_allowances,Canada,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,EU-12,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,EU-15,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,Europe_Non_EU,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,European Free Trade Association,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,Japan,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,Mexico,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,South Korea,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,Colombia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,Argentina,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.04438454,0.063560108,0.043850922,0.035325303,0.037630329,0.007301373,
CBAM_no_allowances,USA,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Australia_NZ,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Canada,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,EU-12,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,EU-15,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Europe_Non_EU,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,European Free Trade Association,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Japan,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Mexico,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,South Korea,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Colombia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,Argentina,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.003965867,0.005726324,0.003992391,0.003154574,0.003403092,6.74E-04,
CBAM_no_allowances,USA,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Australia_NZ,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Canada,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,EU-12,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,EU-15,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Europe_Non_EU,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,European Free Trade Association,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Japan,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Mexico,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,South Korea,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Colombia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_no_allowances,Argentina,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.014937608,0.020461594,0.013951059,0.01138005,0.012477446,0.002527199,
CBAM_allowances,USA,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Australia_NZ,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Canada,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,EU-12,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,EU-15,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Europe_Non_EU,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,European Free Trade Association,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Japan,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Mexico,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,South Korea,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Colombia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,Argentina,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_nonOECD,CBAM,,0.072212661,0.091744344,0.095556218,0.097626528,0.114078733,0.109566192,
CBAM_allowances,USA,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Australia_NZ,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Canada,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,EU-12,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,EU-15,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Europe_Non_EU,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,European Free Trade Association,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Japan,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Mexico,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,South Korea,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Colombia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,Argentina,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_nonOECD,CBAM,,0.006452378,0.008265528,0.00869988,0.008718115,0.01031669,0.01012137,
CBAM_allowances,USA,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Australia_NZ,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Canada,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,EU-12,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,EU-15,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Europe_Non_EU,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,European Free Trade Association,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Japan,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Mexico,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,South Korea,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Colombia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_allowances,Argentina,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_nonOECD,CBAM,,0.024303157,0.029534807,0.030400968,0.031450395,0.037826171,0.03792376,
CBAM_rebates_noallow_OECD,Brazil,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,China,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,India,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Russia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,South Africa,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Taiwan,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Indonesia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Africa_Eastern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Africa_Northern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Africa_Southern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Africa_Western,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Central America and Caribbean,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Central Asia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Europe_Eastern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Middle East,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Pakistan,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,South America_Northern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,South America_Southern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,South Asia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Southeast Asia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_noallow_OECD,Brazil,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,China,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,India,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Russia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,South Africa,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Taiwan,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Indonesia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Africa_Eastern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Africa_Northern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Africa_Southern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Africa_Western,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Central America and Caribbean,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Central Asia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Europe_Eastern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Middle East,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Pakistan,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,South America_Northern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,South America_Southern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,South Asia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Southeast Asia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_noallow_OECD,Brazil,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,China,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,India,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Russia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,South Africa,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Taiwan,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
